time,name,user_id,guild_id,bot_id
2023-07-29 18:04:08,Summoner,383358222972616705,608967318789160970,938487470339801169
2023-07-29 18:44:10,InfoMatches,383358222972616705,608967318789160970,938487470339801169
2023-07-29 18:45:29,infomatchesSlash,383358222972616705,608967318789160970,938487470339801169
2023-07-29 18:53:27,InfoMatches,383358222972616705,608967318789160970,938487470339801169
2023-07-29 18:53:53,InfoMatches,383358222972616705,608967318789160970,938487470339801169
2023-07-29 19:25:28,Summoner,383358222972616705,608967318789160970,938487470339801169
2023-07-29 20:25:32,GameRank,383358222972616705,608967318789160970,938487470339801169
2023-07-29 21:24:26,InfoMatches,383358222972616705,608967318789160970,938487470339801169
2023-07-29 21:24:36,Summoner,383358222972616705,608967318789160970,938487470339801169
2023-07-29 21:31:12,championSlash,383358222972616705,608967318789160970,938487470339801169
2023-07-30 10:52:28,InfoMatches,383358222972616705,608967318789160970,938487470339801169
2023-07-30 14:13:29,Summoner,383358222972616705,608967318789160970,938487470339801169
2023-07-30 14:15:19,Summoner,383358222972616705,608967318789160970,938487470339801169
2023-07-30 15:32:35,GameRank,383358222972616705,608967318789160970,938487470339801169
2023-07-30 21:38:24,GameRank,383358222972616705,608967318789160970,938487470339801169
2023-07-31 13:38:24,Query,383358222972616705,608967318789160970,938487470339801169
2023-07-31 14:16:46,InfoMatches,383358222972616705,608967318789160970,938487470339801169
2023-07-31 14:17:05,InfoMatches,383358222972616705,608967318789160970,938487470339801169
2023-07-31 20:22:36,GameRank,383358222972616705,608967318789160970,938487470339801169
2023-07-31 22:39:38,Summoner,383358222972616705,608967318789160970,938487470339801169
2023-07-31 22:39:49,Summoner,383358222972616705,608967318789160970,938487470339801169
2023-07-31 22:47:57,GameRank,383358222972616705,608967318789160970,938487470339801169
2023-07-31 22:48:05,GameRank,383358222972616705,608967318789160970,938487470339801169
2023-08-01 23:04:41,Summoner,383358222972616705,608967318789160970,938487470339801169
2023-08-02 16:57:38,PlaySound,707479292644163604,474935164451946506,938487470339801169
2023-08-04 10:14:18,PlaySound,707479292644163604,474935164451946506,938487470339801169
2023-08-04 10:14:31,PlaySound,707479292644163604,474935164451946506,938487470339801169
2023-08-04 10:14:51,PlaySound,707479292644163604,474935164451946506,938487470339801169
2023-08-04 10:15:13,PlaySound,707479292644163604,474935164451946506,938487470339801169
2023-08-04 10:15:34,PlaySound,707479292644163604,474935164451946506,938487470339801169
2023-08-04 10:15:38,PlaySound,707479292644163604,474935164451946506,938487470339801169
2023-08-04 10:15:42,PlaySound,707479292644163604,474935164451946506,938487470339801169
2023-08-04 10:16:38,PlaySound,707479292644163604,474935164451946506,938487470339801169
2023-08-04 10:17:01,PlaySound,707479292644163604,474935164451946506,938487470339801169
2023-08-04 10:17:05,PlaySound,707479292644163604,474935164451946506,938487470339801169
2023-08-04 10:17:23,TTS,707479292644163604,474935164451946506,938487470339801169
2023-08-04 10:17:24,TTS,440489230968553472,474935164451946506,938487470339801169
2023-08-04 10:17:29,TTS,440489230968553472,474935164451946506,938487470339801169
2023-08-04 10:17:36,TTS,440489230968553472,474935164451946506,938487470339801169
2023-08-04 10:17:39,TTS,440489230968553472,474935164451946506,938487470339801169
2023-08-04 10:17:42,TTS,440489230968553472,474935164451946506,938487470339801169
2023-08-04 10:17:45,TTS,707479292644163604,474935164451946506,938487470339801169
