user_id,sound_id,times
440489230968553472,111,1
440489230968553472,112,4
440489230968553472,113,2
440489230968553472,114,2
440489230968553472,115,3
440489230968553472,116,1
440489230968553472,117,2
440489230968553472,120,1
440489230968553472,121,4
440489230968553472,122,4
440489230968553472,123,1
440489230968553472,124,1
440489230968553472,126,1
440489230968553472,127,1
440489230968553472,135,13
440489230968553472,136,4
440489230968553472,137,7
440489230968553472,138,6
440489230968553472,139,6
440489230968553472,140,1
440489230968553472,141,3
440489230968553472,150,5
440489230968553472,151,1
440489230968553472,152,4
440489230968553472,155,3
440489230968553472,156,1
440489230968553472,159,1
440489230968553472,162,1
440489230968553472,163,15
440489230968553472,164,2
440489230968553472,166,4
440489230968553472,170,1
440489230968553472,172,2
440489230968553472,173,3
440489230968553472,177,1
440489230968553472,178,4
440489230968553472,179,1
440489230968553472,182,6
705857177046351883,112,1
705857177046351883,119,1
707479292644163604,1,9
707479292644163604,2,3
707479292644163604,3,3
707479292644163604,4,2
707479292644163604,5,2
707479292644163604,6,3
707479292644163604,7,18
707479292644163604,8,4
707479292644163604,9,2
707479292644163604,10,6
707479292644163604,11,3
707479292644163604,12,3
707479292644163604,13,6
707479292644163604,14,15
707479292644163604,15,3
707479292644163604,16,9
707479292644163604,17,3
707479292644163604,18,2
707479292644163604,19,3
707479292644163604,20,6
707479292644163604,21,2
707479292644163604,22,1
707479292644163604,23,7
707479292644163604,24,4
707479292644163604,25,2
707479292644163604,26,4
707479292644163604,27,1
707479292644163604,28,4
707479292644163604,29,38
707479292644163604,30,42
707479292644163604,31,3
707479292644163604,32,2
707479292644163604,33,4
707479292644163604,34,7
707479292644163604,35,8
707479292644163604,36,3
707479292644163604,37,11
707479292644163604,38,3
707479292644163604,39,15
707479292644163604,40,5
707479292644163604,41,1
707479292644163604,42,4
707479292644163604,43,2
707479292644163604,44,8
707479292644163604,45,17
707479292644163604,46,2
707479292644163604,47,3
707479292644163604,48,3
707479292644163604,49,12
707479292644163604,50,1
707479292644163604,51,2
707479292644163604,52,1
707479292644163604,53,1
707479292644163604,54,1
707479292644163604,55,5
707479292644163604,56,1
707479292644163604,57,1
707479292644163604,58,2
707479292644163604,59,2
707479292644163604,60,2
707479292644163604,61,4
707479292644163604,62,2
707479292644163604,63,1
707479292644163604,64,2
707479292644163604,65,2
707479292644163604,66,2
707479292644163604,67,10
707479292644163604,68,3
707479292644163604,69,6
707479292644163604,70,1
707479292644163604,71,1
707479292644163604,72,7
707479292644163604,73,2
707479292644163604,74,3
707479292644163604,75,11
707479292644163604,76,8
707479292644163604,77,2
707479292644163604,78,18
707479292644163604,79,6
707479292644163604,80,1
707479292644163604,81,3
707479292644163604,82,2
707479292644163604,83,17
707479292644163604,84,9
707479292644163604,85,18
707479292644163604,86,22
707479292644163604,87,9
707479292644163604,88,4
707479292644163604,89,1
707479292644163604,90,2
707479292644163604,91,4
707479292644163604,92,23
707479292644163604,93,2
707479292644163604,94,2
707479292644163604,95,9
707479292644163604,96,4
707479292644163604,97,4
707479292644163604,98,7
707479292644163604,99,5
707479292644163604,100,28
707479292644163604,101,1
707479292644163604,102,4
707479292644163604,103,2
707479292644163604,104,3
707479292644163604,105,3
707479292644163604,106,2
707479292644163604,107,1
707479292644163604,108,7
707479292644163604,109,1
707479292644163604,110,1
707479292644163604,111,5
707479292644163604,112,1
707479292644163604,113,3
707479292644163604,114,2
707479292644163604,115,4
707479292644163604,116,1
707479292644163604,117,1
707479292644163604,118,1
707479292644163604,119,2
707479292644163604,120,3
707479292644163604,121,1
707479292644163604,122,3
707479292644163604,123,1
707479292644163604,124,1
707479292644163604,125,1
707479292644163604,126,2
707479292644163604,127,2
707479292644163604,135,2
707479292644163604,136,18
707479292644163604,137,1
707479292644163604,138,6
707479292644163604,139,4
707479292644163604,140,5
707479292644163604,141,16
707479292644163604,150,4
707479292644163604,151,4
707479292644163604,152,280
707479292644163604,153,1
707479292644163604,154,1
707479292644163604,155,2
707479292644163604,156,2
707479292644163604,157,1
707479292644163604,158,29
707479292644163604,159,8
707479292644163604,160,1
707479292644163604,161,1
707479292644163604,162,2
707479292644163604,163,6
707479292644163604,164,17
707479292644163604,165,13
707479292644163604,166,6
707479292644163604,167,1
707479292644163604,168,36
707479292644163604,169,4
707479292644163604,170,14
707479292644163604,171,1
707479292644163604,172,16
707479292644163604,173,3
707479292644163604,174,2
707479292644163604,175,2
707479292644163604,176,2
707479292644163604,177,3
707479292644163604,178,54
707479292644163604,179,3
707479292644163604,181,18
707479292644163604,182,4
707479292644163604,186,1
930887271618609173,35,2
930887271618609173,83,7
930887271618609173,153,1
930887271618609173,157,10
938730525240217630,30,1
938730525240217630,158,1
